path,jenis,kerusakan,jenis_idx,kerusakan_idx,joint_idx,scene_group,fold
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1091.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4147,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1092.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3446,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1093.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3450,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1094.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3453,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1095.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3458,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1096.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2961,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1097.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3461,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1098.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2962,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1099.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2963,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/11.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2964,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/110.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2965,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1100.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2966,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1101.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2967,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1102.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2968,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1103.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2969,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1104.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2970,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1105.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2971,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1106.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2972,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1107.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2973,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1108.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2974,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1109.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2975,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/111.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2976,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1110.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2977,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1111.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2978,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1112.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2979,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1113.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2980,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1114.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2981,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1115.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2982,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1116.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2983,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1117.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2984,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1118.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2985,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1119.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2986,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/112.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2987,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1120.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2988,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1121.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2989,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1122.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2990,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1123.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2991,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1124.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2992,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1125.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2993,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1126.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2994,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1127.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2995,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1128.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2996,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1129.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2997,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/113.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2998,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1130.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,2999,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1131.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3000,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1132.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3001,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1133.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3002,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1134.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3003,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1135.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3004,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1136.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3005,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1137.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4149,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1138.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3006,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1139.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3007,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/114.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3008,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1140.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3009,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1141.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3010,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1142.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3011,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1143.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3012,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1144.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3013,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1145.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3014,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1146.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3015,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1147.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3016,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1148.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3017,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1149.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3018,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/115.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4153,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1150.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3019,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1151.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3020,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1152.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3021,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1153.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3022,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1154.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3023,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1155.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3024,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1156.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3025,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1157.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3026,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1158.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3027,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1159.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3028,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/116.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3029,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1160.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3030,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1161.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3031,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1162.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3032,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1163.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3033,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1164.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3034,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1165.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3035,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1166.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3036,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1167.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3037,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1168.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3038,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1169.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3039,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/117.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3040,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1170.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3041,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1171.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3042,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1172.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3043,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1173.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3044,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1174.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3045,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1175.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3046,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1176.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3047,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1177.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3048,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1178.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3049,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1179.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3050,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/118.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4154,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1180.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3051,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1181.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3052,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1182.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3053,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1183.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3054,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1184.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3055,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1185.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3056,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1186.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3057,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1187.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3058,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1188.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3059,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1189.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3060,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/119.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4155,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1190.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3061,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1191.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3062,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1192.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3063,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1193.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3064,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1194.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3065,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1195.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3066,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1196.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4150,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1197.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3067,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1198.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3068,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1199.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3069,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/12.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3070,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/120.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3071,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1200.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3072,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1201.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3073,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1202.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3074,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1203.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3075,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1204.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3076,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1205.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4167,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1206.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3077,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1207.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3078,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1208.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3079,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1209.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3080,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/121.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3081,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1210.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3082,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1211.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3083,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1212.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3084,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1213.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3085,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1214.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3086,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1215.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3087,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1216.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3088,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1217.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1218.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3089,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1219.png,BANJIR,KERUSAKAN BERAT,0,2,2,3270,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/122.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3090,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1220.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1221.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1222.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1223.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1224.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1225.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1226.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1227.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1228.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1229.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/123.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,4093,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1230.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1231.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1232.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1233.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1234.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1235.png,BANJIR,KERUSAKAN BERAT,0,2,2,3271,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1236.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1237.png,BANJIR,KERUSAKAN BERAT,0,2,2,3273,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1238.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1239.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/124.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3427,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1240.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1241.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1242.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1243.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1244.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1245.png,BANJIR,KERUSAKAN BERAT,0,2,2,3276,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1246.png,BANJIR,KERUSAKAN BERAT,0,2,2,3277,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1247.png,BANJIR,KERUSAKAN BERAT,0,2,2,3275,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1248.png,BANJIR,KERUSAKAN BERAT,0,2,2,3278,4
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1249.png,BANJIR,KERUSAKAN BERAT,0,2,2,3279,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/125.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3091,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1250.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3092,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1251.png,BANJIR,KERUSAKAN BERAT,0,2,2,3280,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1252.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3093,0
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1253.png,BANJIR,KERUSAKAN BERAT,0,2,2,3281,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1254.png,BANJIR,KERUSAKAN BERAT,0,2,2,3281,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1255.png,BANJIR,KERUSAKAN BERAT,0,2,2,3281,2
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1256.png,BANJIR,KERUSAKAN BERAT,0,2,2,3282,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1257.png,BANJIR,KERUSAKAN BERAT,0,2,2,3280,3
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1258.png,BANJIR,KERUSAKAN BERAT,0,2,2,3094,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1259.png,BANJIR,KERUSAKAN BERAT,0,2,2,3094,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/126.jpg,BANJIR,KERUSAKAN BERAT,0,2,2,3095,1
/workspace/dataset/SE/TRAIN/BANJIR/KERUSAKAN BERAT/1260.png,BANJIR,KERUSAKAN BERAT,0,2,2,3285,1
